TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.464399093,-317.092,-4.84445,-11.5179,23.3005,-3.51511,16.3068,0.93009,11.1835,-1.07814,6.76898,1.1942,9.64394,4.68963,4.46631,2.75465,4.47364,-0.701923,1.21292,2.08627,4.0678,-3.41007
0.487619048,-328.72,-6.76185,-10.3931,20.5507,-3.86734,12.8249,1.16313,13.4862,3.22538,7.72853,0.714858,5.98618,2.14539,2.25467,0.459763,4.72308,1.33018,3.76723,2.4227,2.46591,-2.04521
0.510839002,-347.705,-7.4714,-10.6874,18.6737,-3.3002,11.4629,1.77771,9.48306,-0.72534,6.10649,2.52873,6.65271,4.27251,6.0569,2.50344,4.93022,1.07055,3.84026,1.45329,4.08972,-1.68301
0.534058957,-372.729,-12.3304,-10.3029,15.481,-3.32289,8.17751,1.55629,12.0476,3.03716,4.82939,2.19276,7.74024,3.30817,3.49412,0.87463,2.51132,-0.970794,0.796069,0.401024,3.42096,-0.324848
0.557278912,-391.867,-14.6616,-10.1675,13.9872,-5.85437,6.90852,-1.72767,4.71608,1.42085,4.18316,2.17438,5.02141,-2.66868,-3.36323,0.6931,3.62577,1.79497,3.3973,-0.787665,3.59569,-0.418746
0.580498866,-162.917,9.60016,-11.7048,18.5157,-7.43403,10.4614,-9.78965,4.94082,-6.83624,4.93962,-6.04447,0.690239,-7.42696,-2.27315,-8.14968,-2.6319,-4.89374,-1.47257,-4.86588,-0.270266,-3.05382
0.603718821,-184.646,21.72,-18.5677,25.8164,-9.44807,26.3164,-5.32936,16.2225,-11.3697,9.46827,-6.35555,8.22554,-6.43026,3.19729,-1.45179,5.43183,-3.56081,0.481856,-2.90556,0.239576,-0.68512
0.626938776,-226.389,29.3645,-18.9447,30.851,-8.76892,30.9631,-3.47007,20.0099,-4.41502,9.37687,-6.30483,4.79462,-0.393341,0.415971,0.483885,-2.61239,3.95092,-2.4418,1.87867,-2.69382,4.29846
0.650158730,-244.019,27.5571,-11.0032,30.5769,-7.58406,27.3607,-2.82831,18.5262,-5.71824,10.2949,-1.7666,7.85839,-2.45319,1.23275,1.83102,1.16668,0.621124,0.0510602,-0.435759,-3.39439,0.966461
0.673378685,-275.309,27.1505,-7.62939,27.649,-1.64655,27.3478,-0.335322,18.4087,-4.82306,11.3762,-3.22881,6.58953,-1.20073,5.46868,0.365654,1.73967,2.59477,1.84625,1.11987,-2.56048,1.65027
0.696598639,-300.634,25.5117,5.64984,25.1789,6.86022,20.8884,5.66447,12.9126,-3.65119,4.21486,-1.10844,5.41159,0.0825078,3.66752,-0.0697559,3.54877,0.43499,2.04903,-0.555389,-0.115504,-0.903747
0.719818594,-317.953,28.1337,11.3773,23.8381,8.08607,17.0757,6.27055,8.69794,-0.27756,4.18217,0.107247,3.14559,-0.0762759,4.41624,0.972872,4.14502,0.27134,2.96014,-1.56454,0.952806,-0.31777
0.743038549,-334.774,27.0959,15.0019,24.0942,7.87791,15.6519,4.64504,8.56145,1.23104,6.27497,1.17823,2.14244,-0.19457,3.94014,3.36164,4.62349,-0.963734,2.34661,-0.735393,2.71285,-0.811296
0.766258503,-358.341,25.8411,19.6139,23.1317,9.62625,15.2254,6.78178,6.46536,0.595276,7.69328,3.17345,5.00669,0.524808,4.25112,1.53866,4.33698,1.0837,3.85889,0.58346,2.72115,-1.80699
0.789478458,-379.62,32.4489,24.4642,20.5035,8.20572,13.3078,4.63571,6.87038,1.41764,8.53632,3.58668,5.56132,-0.273435,6.16298,-1.99394,3.55963,-0.376845,4.45708,-1.2419,0.736841,-2.41257
0.812698413,-180.593,-5.39303,-25.7076,25.6421,-20.6044,25.2613,-11.085,22.9278,-11.5722,13.1479,-8.92293,12.236,-5.83322,8.49244,-0.910561,6.68399,1.47944,5.23378,1.84523,2.30046,2.6696
0.835918367,-218.729,2.658,-30.1297,31.329,-17.927,27.0039,-13.3378,20.8447,-10.9952,15.0589,-6.85351,13.8189,-1.21505,7.28237,1.05045,2.93994,1.97296,1.83861,2.00385,1.1705,3.69184
0.859138322,-253.057,6.3651,-26.9899,31.9379,-17.9961,28.0202,-11.1859,20.8608,-10.3631,15.6885,-4.58729,12.7698,0.364312,7.26569,1.27674,3.65906,0.804201,-0.131733,2.36194,-1.65174,1.33584
0.882358277,-283.73,6.91937,-24.2017,33.7677,-18.3573,26.6959,-9.1757,21.6892,-10.4784,13.9371,-2.02388,13.1013,-0.502412,6.89687,2.61003,3.92566,0.137925,0.312607,4.27164,-0.774705,-0.684837
0.905578231,-304.917,6.34741,-19.8911,32.292,-12.2795,22.2347,-6.61856,16.579,-6.82866,13.1633,-5.01916,11.7922,-0.645027,8.84281,-0.334415,5.4861,0.181979,0.425796,1.67624,1.74685,-2.91665
0.928798186,-322.827,0.944902,-17.4526,27.4389,-9.31598,20.1786,-4.48815,16.6388,-3.27692,10.9489,-4.06957,13.4463,0.373716,9.85315,1.15415,6.85279,-3.41352,2.66501,-0.523805,4.66753,-4.88108
0.952018141,-333.571,-1.35544,-14.3018,24.2869,-9.35624,18.2863,-1.31624,17.5529,-2.2408,10.3019,-5.74185,9.88538,-1.81625,7.06801,-1.92764,9.42019,-3.33134,7.42648,-3.0029,4.73578,-4.30427
0.975238095,-349.326,-7.93527,-11.9177,17.9043,-4.63234,11.8157,3.01606,11.9087,0.163539,6.8606,1.54779,7.62925,2.35904,7.05558,3.07062,6.02904,-0.0174233,4.27486,0.548542,3.62022,-2.63615
0.998458050,-374.682,-13.0704,-11.8678,18.086,-4.3704,8.66812,0.905056,11.9294,2.75003,5.15271,1.23481,9.09756,3.97281,5.46765,1.38403,3.78264,-0.468034,2.05526,-0.410185,3.40531,-1.92091
1.021678005,-392.494,-19.1339,-14.0539,11.3699,-6.51385,8.13321,-1.78017,5.30723,-0.490327,3.13809,-0.92912,4.74039,0.0994515,0.557095,3.0087,7.24798,2.65922,5.74318,1.86021,4.25662,-0.877728
1.044897959,-217.558,32.2375,4.67278,20.4259,-7.78391,2.36215,-8.24849,0.769569,-3.60513,-0.434283,-2.55048,0.43203,-3.12342,-4.39139,-5.65452,-7.58071,-2.67485,-3.08603,-2.92033,-1.17995,-0.71835
1.068117914,-273.808,40.2131,9.67686,41.4929,-10.0565,15.2171,-7.65009,10.4159,-5.30119,3.42366,-1.75602,2.41982,-1.32499,-0.251677,-0.421233,-2.23915,0.50049,2.61592,-1.30312,-1.74216,-1.16194
1.091337868,-300.553,28.8718,17.9045,38.1137,1.99677,14.5623,-0.0866455,6.68015,3.5936,6.0022,0.424633,2.58455,1.11816,-1.83977,-0.185972,1.0332,-0.150992,0.357449,-2.19907,1.4359,-1.10807
1.114557823,-319.722,30.1055,21.2044,35.9807,4.9942,11.6263,4.58432,7.16966,0.996155,4.25053,2.00163,4.586,1.94765,1.85087,0.147637,1.45681,0.27583,1.8534,-3.93547,0.102114,-0.993152
1.137777778,-338.699,29.1196,22.0283,33.0613,6.82605,14.363,4.70359,7.12019,2.64236,5.29342,1.71539,4.71019,0.67848,3.12783,0.0492914,3.88146,-0.381381,4.00014,-0.166742,3.00794,-2.20641
1.160997732,-344.9,31.5415,21.6424,30.8946,9.13715,13.1512,7.52324,4.36744,0.610571,5.35468,1.85106,5.38811,-0.512541,4.47652,-0.363575,1.6362,-1.06522,4.19255,-1.59117,1.79397,-0.539655
1.184217687,-352.608,35.1802,23.5416,26.3769,7.53901,12.8497,5.71878,7.02497,0.619447,6.30768,0.0402599,1.92392,0.658901,4.55179,1.3643,2.74383,-0.319292,3.61469,-1.24816,1.04513,-0.381281
1.207437642,-319.022,25.1008,9.82441,25.7884,3.23734,17.6411,0.584096,13.3161,-0.26104,7.61563,0.0183677,3.17885,0.422725,3.35525,1.11984,3.96954,1.48935,3.05259,-0.423163,1.98409,-1.88693
1.230657596,-355.087,26.6828,10.7421,30.3345,8.57681,21.3897,-1.13887,11.1333,-3.39458,8.17687,1.96522,7.19706,2.22297,4.33276,-0.643864,3.51404,0.940159,3.3872,-1.47384,2.69701,0.537815
1.253877551,-381.436,32.4193,19.6711,26.2547,8.41391,16.1242,1.61038,9.54046,1.22693,8.80592,1.16425,4.92704,-2.19953,5.90116,-0.982314,3.09442,0.181644,3.40304,-0.386429,2.94755,-0.6984
1.277097506,-171.404,-13.283,-19.1206,18.8956,-14.8194,21.293,-4.67856,17.9781,-8.30534,9.28976,-7.23602,9.59749,-5.54658,8.08466,-2.52777,9.4453,0.421386,8.76329,-1.71993,5.29552,-1.21547
1.300317460,-215.877,-0.753487,-25.7069,29.7207,-19.3848,26.5654,-10.8517,21.5052,-12.8433,15.8111,-7.50256,15.9872,-4.28978,7.93118,-0.690599,6.77692,-0.546169,2.34031,1.15928,0.282123,2.3713
1.323537415,-250.635,3.19831,-25.2712,30.5088,-16.4545,28.0356,-11.1132,21.1323,-10.7914,15.7896,-6.24501,13.2896,-0.56706,9.46556,-0.00441091,6.80929,-0.822844,0.224823,0.777864,-1.29448,-1.61146
1.346757370,-281.136,6.69071,-25.0942,31.5508,-18.2465,24.8561,-7.80565,21.8255,-7.87353,15.6962,-4.29858,13.5805,-0.588699,8.69801,0.432394,4.86205,-1.03229,2.27179,2.98841,-1.78591,-0.558776
1.369977324,-306.602,7.16353,-20.9322,33.5423,-12.954,24.6044,-9.20291,18.0812,-8.47305,13.3909,-5.32401,12.9646,-0.881175,7.58463,0.447091,5.38553,-0.227284,0.827869,2.32413,1.33009,-1.99989
1.393197279,-323.287,-0.946818,-14.9218,29.8505,-8.43707,21.3828,-4.38726,14.0975,-6.84735,9.74406,-2.29261,14.0858,0.539401,8.34115,-1.03244,6.7212,-3.92646,2.13139,0.542982,8.19819,-3.5287
1.416417234,-332.663,-2.48659,-13.7473,24.3633,-8.19482,17.309,-1.28638,16.2396,-2.55389,9.53691,-4.96371,9.7597,-2.12749,6.55335,0.136788,7.99227,-1.41738,6.46497,-1.37692,5.48002,-4.20946
1.439637188,-349.424,-6.33948,-10.95,18.6198,-4.5399,11.4741,2.1401,10.77,0.263797,6.68714,0.714993,6.75476,3.01174,7.79272,1.89221,5.75987,0.468517,3.88833,0.758155,3.28907,-1.57903
1.462857143,-374.512,-14.1692,-13.2619,16.0491,-1.91495,10.1775,1.74218,11.136,1.99443,5.78436,2.78943,8.99532,4.5133,6.14678,1.25603,4.38259,-0.243993,1.78786,-0.34834,2.88957,-1.68681
1.486077098,-395.529,-15.7564,-13.0104,13.7339,-8.95443,6.88171,-3.8545,7.1539,-2.48332,4.76849,0.0594057,4.74265,-2.34131,0.166376,1.69743,7.79289,2.56536,3.90647,-0.311548,4.43972,-1.21026
1.509297052,-155.841,8.6031,-8.74685,17.2052,-6.0849,10.1439,-8.46237,3.91247,-6.93537,2.14189,-5.68979,1.24414,-5.37459,-2.43924,-6.08882,-1.68604,-4.20623,-1.21814,-2.88063,0.720748,0.235123
1.532517007,-188.066,24.5142,-22.7036,28.2068,-11.3064,26.4823,-8.97293,18.3105,-11.5749,10.8513,-7.41994,9.02172,-6.60613,4.99543,-1.49478,2.53798,-1.90589,-1.08046,-0.638144,-2.99581,0.750323
1.555736961,-220.001,25.5088,-15.2564,26.9483,-7.65313,28.0918,-2.79614,20.1075,-5.02124,11.7966,-7.51119,7.00517,-3.33978,2.95646,-3.61062,1.27302,0.00239291,1.20776,-0.667986,0.388397,2.09578
1.578956916,-246.866,29.7759,-14.0017,32.0146,-8.69283,28.4772,-4.56169,19.0923,-5.90454,10.5943,-0.502224,6.41173,-1.67872,-1.30174,3.63937,-0.739227,5.0349,-1.62059,1.40449,-5.20646,2.96304
1.602176871,-276.496,28.1667,-9.60612,30.6498,-3.24938,28.8368,-2.46844,17.0401,-3.95893,9.79939,-1.04595,6.06357,0.438981,1.92503,2.21511,1.33091,3.22134,1.72461,0.850975,-2.13534,2.32322
1.625396825,-301.224,25.9081,3.62814,27.3618,5.57795,21.3116,3.09489,14.0706,-2.26966,6.11012,-1.70197,6.07366,-0.228309,3.41461,-0.171368,2.46576,0.731302,1.70819,-0.567123,0.98016,0.0831101
1.648616780,-318.596,27.4328,10.8986,23.667,8.69247,18.2919,6.3099,7.69778,1.01661,3.48101,-0.0657074,2.47489,0.935533,2.47679,1.18886,4.06747,-0.535092,1.95785,-1.30619,1.60961,-0.527431
1.671836735,-335.636,26.7298,15.8027,24.7679,8.50758,13.0216,4.77058,8.78195,1.44972,6.23567,0.614831,2.07251,-0.789235,4.12702,5.22053,3.84627,-0.270358,1.9452,-0.828254,1.1475,-0.755047
1.695056689,-357.707,25.5066,18.574,23.6323,10.0853,15.6336,6.84831,7.38189,2.91649,6.27519,0.802797,3.40851,-0.152643,5.4492,1.64571,3.61093,1.32751,3.3216,-0.292063,2.85609,-2.13561
1.718276644,-383.955,31.079,26.4856,21.2357,8.55366,12.6582,7.65881,7.82383,0.565865,5.93866,2.25802,4.57754,1.3309,5.2958,0.226449,2.9035,1.82113,2.04133,-0.365006,1.24823,-1.30768
1.741496599,-171.991,-13.5163,-18.1553,19.1074,-14.0685,20.0205,-4.8288,16.5844,-7.93637,8.77302,-6.04254,10.0362,-4.89371,7.55336,-1.67578,8.12464,-0.407218,8.16636,-1.80385,5.50768,-1.17894
1.764716553,-214.753,-1.23627,-25.7495,29.3567,-20.1817,26.469,-12.6658,22.6483,-11.075,15.857,-6.361,14.0304,-3.3917,9.09872,-1.88721,6.16623,-0.980304,2.54013,1.82098,1.5408,2.25664
1.787936508,-251.032,1.91716,-24.7505,29.7275,-17.7126,27.7509,-12.1794,21.3362,-10.0098,15.7646,-4.79715,14.4868,-0.562185,10.0463,-0.525249,6.9259,0.194964,0.0926177,0.870617,0.0163702,-0.317573
1.811156463,-287.29,5.75831,-25.2758,33.0908,-19.8892,26.9842,-9.3086,21.2109,-7.51049,14.0564,-2.70795,15.4307,2.63884,7.96368,2.84964,4.85203,1.82113,-0.0506986,3.00837,-1.66481,0.0271139
1.834376417,-306.997,8.61963,-22.6689,33.5572,-14.896,25.9799,-8.44479,18.8781,-7.89165,13.3108,-6.1794,13.7124,-1.95803,8.26347,-0.713211,5.30106,0.671685,0.396463,2.86213,-0.526506,-1.98264
1.857596372,-322.258,0.226047,-18.2858,29.181,-8.16966,20.8104,-6.33141,15.4437,-4.80435,11.5081,-3.05527,13.1581,-0.484258,8.21904,-0.359237,7.64798,-3.31281,3.83274,1.98051,5.77857,-3.92953
1.880816327,-332.456,0.149577,-15.1484,24.7518,-8.77129,16.7408,-2.74861,17.321,-3.83557,10.0393,-5.67582,10.3179,-2.6213,7.06896,0.0945521,8.21237,-2.73062,6.50786,-2.32376,4.69585,-2.79915
1.904036281,-246.924,-23.9485,-31.3061,15.2159,-13.6866,13.9831,-9.36743,16.9184,-0.944886,10.8279,-0.962702,12.3185,-2.31097,4.42623,-1.85752,6.67532,1.16985,5.42878,-1.68561,4.97844,-1.14543
1.927256236,-284.832,-20.2725,-32.619,20.3559,-17.9634,19.1215,-10.124,17.7417,-8.72974,12.6613,-5.44747,11.2778,-4.67114,10.8097,-4.34425,9.05806,-1.97082,5.59125,-4.27284,4.76843,-2.01344
1.950476190,-334.394,-14.7699,-32.451,19.2458,-20.145,15.7557,-11.938,12.4871,-9.87492,10.7993,-8.33167,7.74546,-7.92561,6.16708,-5.234,4.3214,-2.65293,4.30221,-0.441514,3.43701,0.459955
1.973696145,-232.603,41.1638,10.6191,10.6557,-5.76407,2.35826,-6.00732,-1.6546,-5.58531,-0.0535692,-1.68162,-0.528274,-5.45284,-1.31844,-6.76853,-3.59674,-4.66652,-0.869446,-3.42025,1.26486,-0.518824
1.996916100,-290.92,46.8975,20.4182,29.125,-5.1543,10.6154,-4.78833,4.96055,-1.86407,3.995,-1.96186,3.48151,-3.96393,3.39744,-3.40419,2.74955,-3.83723,3.8366,-4.00716,0.687331,-4.61599
2.020136054,-320.55,37.3472,22.706,30.3344,4.46838,12.8458,2.80675,6.81799,3.85648,6.82438,0.65205,4.03558,-1.8213,1.46034,-4.04271,1.3598,-2.68252,0.38162,-1.93185,3.2857,0.974735
2.043356009,-341.374,40.0667,25.7239,29.115,8.33798,12.1615,3.20193,5.1263,2.03499,5.24209,1.19154,4.85981,1.52326,2.31855,-0.951482,2.94958,-0.292854,1.24273,-1.4407,0.74811,-1.21
2.066575964,-358.944,41.321,24.7639,27.4771,8.85772,12.3997,4.66742,9.06762,0.648498,4.64248,0.564908,7.13289,-1.25037,4.68987,-0.296612,3.72829,-0.260802,3.17828,-0.27304,3.05993,-1.76983
2.089795918,-368.119,42.2912,23.9762,27.8728,9.70126,14.1827,5.25775,7.14146,-0.269831,6.22788,0.54914,6.23258,-0.446699,3.64063,-0.469928,2.52031,-0.339867,4.51163,-0.70159,2.05331,-2.44776
2.113015873,-372.081,44.8431,23.6993,24.0312,8.24118,14.9329,3.51318,7.73716,1.23424,5.87906,0.182081,4.04565,-1.73487,3.14121,0.298637,4.30807,-0.700773,2.66451,-1.7964,3.28937,-1.884
2.136235828,-364.137,37.0678,20.0852,29.155,4.14838,15.3487,0.499257,11.2339,-0.385161,5.30761,1.37363,4.3313,1.99467,3.23303,-1.02637,3.43747,1.68966,4.17742,-1.10727,1.1397,-1.38219
2.159455782,-386.07,36.6758,21.0851,26.3477,9.90657,15.9413,2.62632,10.7309,-1.44748,6.44588,1.06414,5.34378,1.64627,4.55953,-0.0321655,4.09144,0.518711,5.33097,-0.0581219,2.04888,-1.55408
2.182675737,-401.351,37.3633,25.3514,23.3377,10.002,15.3913,3.60682,9.48091,-0.932216,5.52943,-0.327538,8.79409,2.43504,6.5123,-1.86977,4.25698,0.423039,3.81116,-3.52056,2.60835,-1.79656
2.205895692,-171.959,-13.4322,-18.3371,18.3405,-12.9524,21.0302,-4.0454,16.3374,-6.96161,8.72565,-6.68743,9.48617,-5.85433,5.70564,-2.80307,9.61282,0.270708,8.0372,-0.497136,4.7163,-0.0762216
2.229115646,-216.081,-0.121309,-26.5828,29.5471,-20.2228,26.4069,-13.7492,22.5269,-9.99948,16.3516,-7.25639,14.3534,-4.16541,8.24799,-0.320808,5.79162,0.0681234,0.405919,1.8108,0.149687,2.44804
2.252335601,-250.829,3.10548,-26.6586,30.7111,-17.5222,28.5452,-11.452,20.1233,-9.71349,14.2747,-5.48694,14.8301,-0.717341,8.38487,-0.240118,6.94978,2.18706,-0.671812,1.00536,-1.75508,-0.712769
2.275555556,-280.923,4.08101,-24.1116,29.8196,-18.7768,25.8067,-7.07726,21.6214,-7.77715,16.8408,-3.24377,15.4236,-1.81575,9.58273,0.17373,4.53569,-2.04176,1.28745,2.51866,-0.0594912,-1.28721
2.298775510,-306.066,5.4841,-20.2444,31.2246,-10.7951,24.5697,-7.94696,17.4768,-7.75887,13.2962,-4.91737,13.8855,-0.943731,7.91418,-1.73998,6.30893,0.189153,1.41141,0.534934,2.55813,-2.71102
2.321995465,-319.963,-2.88354,-12.7086,26.707,-6.71042,17.6137,-0.440392,13.0726,-3.94241,7.96301,-1.30151,12.0544,0.645438,6.70263,0.7946,6.40514,-3.73749,0.762043,1.53325,7.56104,-4.0162
2.345215420,-328.447,-3.26419,-12.1614,20.7571,-6.21376,13.3504,0.821406,13.3179,-0.583229,6.80333,-1.75975,8.89598,1.07517,4.99158,2.25267,5.41629,-0.088404,4.58429,-0.376067,3.49952,-2.57241
2.368435374,-348.664,-7.16631,-10.0915,16.936,-3.79844,10.5783,3.30802,11.6044,-0.626916,6.78665,1.85488,6.44241,4.02258,6.71026,1.79308,5.63465,1.11044,2.83791,0.938916,2.97387,-1.94768
2.391655329,-372.262,-12.3571,-12.8155,17.1587,-2.10647,10.9802,1.01555,10.1411,0.596108,6.28467,2.23133,8.57104,3.82614,5.37582,1.23071,6.13177,0.839961,2.47428,-0.0978217,3.14538,-2.33758
2.414875283,-395.879,-15.5126,-13.6925,14.4755,-8.01092,8.38937,-3.30545,8.58569,-3.97173,5.0581,-0.78698,6.97937,-1.92902,1.65662,2.17924,9.65512,1.64528,3.32479,0.0820705,4.7926,-0.306539
2.438095238,-157.892,11.6351,-11.8491,19.022,-9.64607,11.6297,-12.4852,2.89876,-10.0088,5.21329,-7.4597,0.771006,-8.08481,-0.976158,-7.06481,-0.954007,-4.02541,0.372229,-2.79206,0.781367,-1.26079
2.461315193,-195.991,31.3078,-29.5022,34.5673,-16.6647,31.3394,-11.3035,18.1748,-11.4964,8.19331,-3.00179,3.42294,-0.634781,-2.77228,4.73184,-2.5138,3.31412,-7.78011,3.99062,-6.80443,2.24997
2.484535147,-223.727,31.2008,-22.7241,32.9536,-12.0815,30.5,-6.14612,22.7353,-6.77365,9.52705,-3.76581,3.98146,1.07847,-2.32193,2.3542,-5.60888,7.45365,-4.41523,5.48166,-4.55924,6.47833
2.507755102,-248.604,32.1443,-16.6997,34.3215,-9.91218,29.4749,-5.50657,18.981,-5.76617,9.66111,1.72909,4.08899,-0.962312,-3.45128,6.02864,-2.72856,6.76073,-3.71039,2.96398,-4.87206,3.1851
2.530975057,-275.785,27.9104,-10.6079,31.7257,-2.55925,28.9422,-3.83784,17.6711,-4.73877,9.9071,0.501263,4.80428,0.111167,1.70025,3.10705,0.379955,3.0992,0.940349,1.70199,-2.19797,0.864036
2.554195011,-302.247,25.6767,1.27689,27.9161,6.07278,22.9027,3.66739,12.6066,-1.87846,4.64402,-0.0122451,5.22296,1.54505,3.30226,1.9985,2.91453,-0.119661,1.89699,0.0664968,0.611366,-0.671711
2.577414966,-322.084,27.3812,10.0142,23.9819,9.12851,18.6913,5.83689,10.3602,-0.226631,3.6302,-0.148729,2.18338,-0.0700037,2.40673,1.69045,4.03313,-0.0303158,2.96011,-1.73913,0.462988,-0.124745
2.600634921,-335.381,27.4568,15.429,24.5029,7.21677,13.7502,3.99538,11.0537,-0.6127,6.53192,0.764242,3.4477,-0.695973,3.6815,3.2556,4.08904,-0.199164,2.80023,-0.725163,1.32467,-1.97162
2.623854875,-358.915,26.897,16.7975,25.714,10.4169,15.6254,4.38788,7.30372,1.55807,6.96374,1.05365,4.47567,-0.459872,3.82823,1.87202,5.11993,0.280673,3.63924,-0.144221,2.15579,-1.72695
